ID	Pathway Number for MaAsLin	MLDAfe	MLDIgar	MLDIgua	MLDRV	Merged_LrAfef	Merged_LrIgarf	Merged_LrNEs1f	Merged_LrNEs2f	Merged_LrRVf	Merged_LrStH1f	Merged_LrStH2f	P1	P2	P3	P4	P7	P8	PoolRosalia	SAfe	SIgar	SIgua
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2086	46.5025	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	141	0	0	0	0	0	153.82	0	0	0	0	0	70.4288	79.8687	100.966	86.1792	118.067	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_biavatii	142	0	0	0	0	0	84.6199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|g__Serratia.s__Serratia_marcescens	143	0	0	0	0	0	0	0	0	0	0	0	0	0	59.4137	36.2421	0	0	0	0	0	0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified	144	0	0	0	0	0	0	0	0	0	0	0	0	13.5956	0	11.7653	37.0443	0	0	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	145	0	0	0	0	0	87.1168	0	0	0	0	0	71.3343	136.224	117.181	112.258	114.605	0	0	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|g__Leuconostoc.s__Leuconostoc_citreum	146	0	0	0	0	0	0	0	0	0	0	0	0	27.2947	0	0	0	0	0	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|g__Serratia.s__Serratia_marcescens	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.6198	0	0	0	0	0	0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified	148	0	0	0	0	0	45.0906	0	0	0	0	0	0	0	0	0	44.6223	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	149	180.621	348.707	179.959	0	0	187.146	0	91.6039	0	76.5239	0	24.9988	139.145	47.0325	99.24	224.16	237.945	0	127.142	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Enterococcus.s__Enterococcus_faecalis	150	0	0	0	0	0	0	0	0	0	0	0	0	9.1004	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Escherichia.s__Escherichia_coli	151	0	0	0	0	0	0	0	0	0	0	0	0	22.5652	0	19.2757	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Lactobacillus.s__Lactobacillus_curvatus	152	0	0	0	0	0	0	0	0	0	0	0	0	13.2882	0	9.67042	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Leuconostoc.s__Leuconostoc_citreum	153	0	0	0	0	0	0	0	0	0	0	0	0	25.5143	0	6.99801	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Paraburkholderia.s__Paraburkholderia_insulsa	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.735	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Pseudomonas.s__Pseudomonas_helleri	155	0	0	0	0	0	0	0	0	0	0	0	0	16.0452	0	0	0	0	0	0	0	0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	156	175.53	196.409	100.893	0	0	139.856	0	47.1111	0	76.5239	0	0	30.2777	0	22.6054	147.956	0	0	0	0	0
ECASYN-PWY: enterobacterial common antigen biosynthesis	157	0	0	0	0	0	0	0	0	0	0	0	26.5809	7.64722	58.5017	42.4173	0	0	0	0	0	0
ECASYN-PWY: enterobacterial common antigen biosynthesis|g__Serratia.s__Serratia_marcescens	158	0	0	0	0	0	0	0	0	0	0	0	0	0	56.4866	34.8875	0	0	0	0	0	0
ENTBACSYN-PWY: enterobactin biosynthesis	159	0	0	0	0	0	0	0	0	0	0	0	72.8869	65.2753	54.6665	70.3282	0	0	0	0	0	0
ENTBACSYN-PWY: enterobactin biosynthesis|g__Serratia.s__Serratia_marcescens	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.1237	0	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I"	161	0	0	0	0	0	0	0	0	0	0	0	98.4484	44.4646	39.2494	83.7024	81.3771	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|g__Burkholderia.s__Burkholderia_vietnamiensis"	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.895	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|g__Citrobacter.s__Citrobacter_europaeus"	163	0	0	0	0	0	0	0	0	0	0	0	15.0918	0	0	0	0	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|g__Citrobacter.s__Citrobacter_portucalensis"	164	0	0	0	0	0	0	0	0	0	0	0	7.33253	0	0	0	0	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|g__Citrobacter.s__Citrobacter_youngae"	165	0	0	0	0	0	0	0	0	0	0	0	13.1942	0	0	0	0	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|g__Escherichia.s__Escherichia_coli"	166	0	0	0	0	0	0	0	0	0	0	0	0	4.96085	0	0	0	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|g__Ewingella.s__Ewingella_americana"	167	0	0	0	0	0	0	0	0	0	0	0	25.2604	0	0	0	0	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|g__Kluyvera.s__Kluyvera_ascorbata"	168	0	0	0	0	0	0	0	0	0	0	0	13.9694	0	0	0	0	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|g__Pseudomonas.s__Pseudomonas_helleri"	169	0	0	0	0	0	0	0	0	0	0	0	0	17.602	0	0	11.7741	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|g__Serratia.s__Serratia_marcescens"	170	0	0	0	0	0	0	0	0	0	0	0	0	0	38.6913	20.8082	0	0	0	0	0	0
"FAO-PWY: fatty acid &beta;-oxidation I|unclassified"	171	0	0	0	0	0	0	0	0	0	0	0	21.6425	8.8138	0	30.7064	28.7587	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	172	0	0	0	0	0	112.332	0	15.5109	0	0	0	85.3234	166.704	111.498	89.976	98.9685	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Bifidobacterium.s__Bifidobacterium_biavatii	173	0	0	0	0	0	75.2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Pseudomonas.s__Pseudomonas_helleri	174	0	0	0	0	0	0	0	0	0	0	0	0	18.9503	0	0	21.0597	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Serratia.s__Serratia_marcescens	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0317	0	0	0	0	0	0
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	176	0	0	0	0	0	0	0	15.5109	0	0	0	8.48272	0	0	24.3836	25.8776	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	177	46.6751	0	0	0	0	65.3038	0	0	0	0	0	32.1582	105.961	106.737	81.5631	68.3471	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Kluyvera.s__Kluyvera_ascorbata	178	0	0	0	0	0	0	0	0	0	0	0	12.0959	0	0	0	0	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Pseudomonas.s__Pseudomonas_helleri	179	0	0	0	0	0	0	0	0	0	0	0	0	10.592	0	0	0	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Serratia.s__Serratia_marcescens	180	0	0	0	0	0	0	0	0	0	0	0	0	0	44.9478	19.9409	0	0	0	0	0	0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|unclassified	181	0	0	0	0	0	24.8854	0	0	0	0	0	0	0	0	29.0398	18.4271	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation	182	0	0	0	0	0	0	0	0	0	0	0	71.3267	88.8131	120.686	108.137	136.173	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation|g__Escherichia.s__Escherichia_coli	183	0	0	0	0	0	0	0	0	0	0	0	0	10.6268	0	0	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation|g__Serratia.s__Serratia_marcescens	184	0	0	0	0	0	0	0	0	0	0	0	0	0	83.7489	49.8754	0	0	0	0	0	0
FERMENTATION-PWY: mixed acid fermentation|unclassified	185	0	0	0	0	0	0	0	0	0	0	0	0	12.926	0	12.4244	82.6176	0	0	0	0	0
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	186	0	0	0	0	0	0	0	0	0	0	0	46.2603	62.3505	0	72.7499	0	0	0	0	0	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	187	0	0	0	0	0	0	0	0	0	0	0	33.7434	31.3632	0	9.74848	0	0	0	0	0	0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|g__Escherichia.s__Escherichia_coli	188	0	0	0	0	0	0	0	0	0	0	0	0	12.6014	0	0	0	0	0	0	0	0
FUCCAT-PWY: fucose degradation	189	0	0	0	0	0	0	0	0	0	0	0	52.5851	24.164	0	11.7221	0	0	0	0	0	0
FUCCAT-PWY: fucose degradation|g__Citrobacter.s__Citrobacter_europaeus	190	0	0	0	0	0	0	0	0	0	0	0	11.4134	0	0	0	0	0	0	0	0	0
FUCCAT-PWY: fucose degradation|g__Escherichia.s__Escherichia_coli	191	0	0	0	0	0	0	0	0	0	0	0	0	9.95983	0	3.33198	0	0	0	0	0	0
FUCCAT-PWY: fucose degradation|unclassified	192	0	0	0	0	0	0	0	0	0	0	0	0	4.48644	0	0	0	0	0	0	0	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	193	0	0	0	0	0	66.414	0	0	0	0	0	35.081	5.36759	0	29.3007	16.174	0	0	0	0	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Escherichia.s__Escherichia_coli	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.53387	0	0	0	0	0	0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified	195	0	0	0	0	0	0	0	0	0	0	0	0	3.25367	0	3.3458	6.10386	0	0	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I	196	0	0	0	0	0	0	0	0	0	0	0	0	22.6916	0	7.764	22.5872	0	0	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I|g__Escherichia.s__Escherichia_coli	197	0	0	0	0	0	0	0	0	0	0	0	0	21.3905	0	0	0	0	0	0	0	0
GALACTARDEG-PWY: D-galactarate degradation I|unclassified	198	0	0	0	0	0	0	0	0	0	0	0	0	7.41497	0	7.33468	6.68727	0	0	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I	199	0	0	0	0	0	74.0127	0	0	0	0	0	43.9735	27.7745	0	27.4339	28.8369	0	0	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Bifidobacterium.s__Bifidobacterium_biavatii	200	0	0	0	0	0	53.3419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Citrobacter.s__Citrobacter_europaeus	201	0	0	0	0	0	0	0	0	0	0	0	2.84471	0	0	0	0	0	0	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Citrobacter.s__Citrobacter_portucalensis	202	0	0	0	0	0	0	0	0	0	0	0	13.9454	0	0	0	0	0	0	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I|g__Escherichia.s__Escherichia_coli	203	0	0	0	0	0	0	0	0	0	0	0	0	8.93567	0	13.6645	0	0	0	0	0	0
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified	204	0	0	0	0	0	0	0	0	0	0	0	0	2.7193	0	2.89517	20.4745	0	0	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	205	0	0	0	0	0	0	0	0	0	0	0	51.4481	30.4045	0	12.3124	19.1727	0	0	0	0	0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified	206	0	0	0	0	0	0	0	0	0	0	0	0	4.59687	0	1.54484	16.871	0	0	0	0	0
GLUCARDEG-PWY: D-glucarate degradation I	207	0	0	0	0	0	0	0	0	0	0	0	0	19.8135	0	7.23868	18.2581	0	0	0	0	0
GLUCARDEG-PWY: D-glucarate degradation I|g__Escherichia.s__Escherichia_coli	208	0	0	0	0	0	0	0	0	0	0	0	0	16.2185	0	0	0	0	0	0	0	0
GLUCARDEG-PWY: D-glucarate degradation I|unclassified	209	0	0	0	0	0	0	0	0	0	0	0	0	7.01034	0	6.48735	5.40567	0	0	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	210	0	0	0	0	0	0	0	0	0	0	0	0	22.6916	0	7.764	22.5872	0	0	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|g__Escherichia.s__Escherichia_coli	211	0	0	0	0	0	0	0	0	0	0	0	0	21.3905	0	0	0	0	0	0	0	0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified	212	0	0	0	0	0	0	0	0	0	0	0	0	7.41497	0	7.33468	6.68727	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I	213	0	0	0	0	0	0	0	79.9391	0	0	0	61.2507	67.1745	69.8854	71.9283	92.7619	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|g__Kluyvera.s__Kluyvera_ascorbata	214	0	0	0	0	0	0	0	0	0	0	0	12.7886	0	0	0	0	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|g__Pseudomonas.s__Pseudomonas_helleri	215	0	0	0	0	0	0	0	0	0	0	0	0	15.0579	0	0	13.3436	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|g__Serratia.s__Serratia_marcescens	216	0	0	0	0	0	0	0	0	0	0	0	0	0	58.0245	33.3236	0	0	0	0	0	0
GLUCONEO-PWY: gluconeogenesis I|unclassified	217	0	0	0	0	0	0	0	65.4146	0	0	0	0	0	0	17.8453	29.2099	0	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	218	54.9371	57.3821	39.9084	0	0	123.121	0	0	0	0	0	25.1828	47.8243	65.7111	74.8617	26.1888	0	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Bifidobacterium.s__Bifidobacterium_biavatii	219	0	50.5562	0	0	0	76.0509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Escherichia.s__Escherichia_coli	220	0	0	0	0	0	0	0	0	0	0	0	0	11.2819	0	5.61068	0	0	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Serratia.s__Serratia_marcescens	221	0	0	0	0	0	0	0	0	0	0	0	0	0	59.4811	44.2731	0	0	0	0	0	0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	222	0	0	0	0	0	28.1857	0	0	0	0	0	0	8.74421	0	18.1108	24.407	0	0	0	0	0
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation"	223	0	0	66.6714	0	0	74.8333	0	0	0	0	0	46.7946	28.9646	15.2706	28.0175	13.7304	0	0	0	0	0
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Bifidobacterium.s__Bifidobacterium_biavatii"	224	0	0	0	0	0	56.7263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Escherichia.s__Escherichia_coli"	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.527	0	0	0	0	0	0
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|g__Ewingella.s__Ewingella_americana"	226	0	0	0	0	0	0	0	0	0	0	0	22.9887	0	0	0	0	0	0	0	0	0
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified"	227	0	0	0	0	0	0	0	0	0	0	0	0	3.1843	0	3.84134	4.47747	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt	228	0	0	0	0	0	0	0	0	0	0	0	0	44.436	0	10.1173	34.162	0	0	0	0	0
GLUDEG-I-PWY: GABA shunt|unclassified	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99446	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis	230	0	76.7386	0	0	0	107.925	0	51.309	0	0	0	69.9067	164.475	102.49	76.3379	111.726	177.048	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_biavatii	231	0	0	0	0	0	66.2209	0	44.4694	0	0	0	0	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Burkholderia.s__Burkholderia_vietnamiensis	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.9771	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Enterococcus.s__Enterococcus_italicus	233	0	0	0	0	0	0	0	0	0	0	0	0	83.4151	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Escherichia.s__Escherichia_coli	234	0	0	0	0	0	0	0	0	0	0	0	0	7.8873	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Ewingella.s__Ewingella_americana	235	0	0	0	0	0	0	0	0	0	0	0	28.8585	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Kluyvera.s__Kluyvera_ascorbata	236	0	0	0	0	0	0	0	0	0	0	0	10.859	0	0	0	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Leuconostoc.s__Leuconostoc_citreum	237	0	0	0	0	0	0	0	0	0	0	0	0	44.7253	0	9.41715	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Paraburkholderia.s__Paraburkholderia_fungorum	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.25625	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Paraburkholderia.s__Paraburkholderia_insulsa	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.666	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Pseudomonas.s__Pseudomonas_helleri	240	0	0	0	0	0	0	0	0	0	0	0	0	19.581	0	0	23.5122	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|g__Serratia.s__Serratia_marcescens	241	0	0	0	0	0	0	0	0	0	0	0	0	0	79.2707	38.6385	0	0	0	0	0	0
GLUTORN-PWY: L-ornithine biosynthesis|unclassified	242	0	62.2578	0	0	0	36.5445	0	0	0	0	0	0	8.12175	0	24.293	40.5758	0	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I (bacterial)	243	84.0965	90.4981	63.7042	0	0	147.554	0	0	0	0	0	40.7734	19.2624	0	66.4671	0	0	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I (bacterial)|g__Bifidobacterium.s__Bifidobacterium_biavatii	244	0	65.6423	0	0	0	85.5009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I (bacterial)|g__Escherichia.s__Escherichia_coli	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.76973	0	0	0	0	0	0
GLYCOCAT-PWY: glycogen degradation I (bacterial)|unclassified	246	0	0	0	0	0	32.9006	0	0	0	0	0	0	0	0	26.271	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	247	50.6692	61.893	65.2252	0	0	119.398	0	0	0	0	0	31.8838	68.022	0	51.7985	59.6276	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_biavatii	248	0	42.9977	0	0	0	74.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bifidobacterium.s__Bifidobacterium_catulorum	249	0	23.6205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Enterococcus.s__Enterococcus_italicus	250	0	0	0	0	0	0	0	0	0	0	0	0	20.3202	0	0	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Escherichia.s__Escherichia_coli	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02608	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Serratia.s__Serratia_marcescens	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.8467	0	0	0	0	0	0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	253	0	0	0	0	0	19.1328	0	0	0	0	0	0	8.51757	0	10.9919	34.4867	0	0	0	0	0
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	254	0	0	0	0	0	0	0	0	0	0	0	0	13.6989	0	0	0	0	0	0	0	0
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation|unclassified	255	0	0	0	0	0	0	0	0	0	0	0	0	9.88191	0	0	0	0	0	0	0	0
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	256	0	0	0	0	0	0	0	0	0	0	0	56.602	70.3282	66.4401	57.308	61.6868	0	0	0	0	0
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5387	27.4682	0	0	0	0	0
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	258	0	0	0	0	0	0	0	0	0	0	0	61.9924	51.3234	0	57.3654	90.7983	0	0	0	0	0
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.0622	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	260	0	0	0	0	0	0	0	0	0	89.4763	0	76.9142	96.3527	99.846	92.7722	114.348	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Kluyvera.s__Kluyvera_ascorbata	261	0	0	0	0	0	0	0	0	0	0	0	14.7693	0	0	0	0	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Serratia.s__Serratia_marcescens	262	0	0	0	0	0	0	0	0	0	0	0	0	0	63.1672	43.4828	0	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	263	0	0	0	0	0	0	0	0	0	85.3345	0	0	0	0	15.6681	56.7153	0	0	0	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle	264	0	0	0	0	0	0	0	0	0	0	0	32.2656	27.6545	0	23.2274	68.6994	0	0	0	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Burkholderia.s__Burkholderia_vietnamiensis	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8476	0	0	0	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Escherichia.s__Escherichia_coli	266	0	0	0	0	0	0	0	0	0	0	0	0	7.39676	0	12.1245	0	0	0	0	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	267	0	0	0	0	0	0	0	0	0	0	0	0	11.8819	0	0	43.3044	0	0	0	0	0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	268	0	0	0	0	0	0	0	0	0	0	0	21.6275	0	0	0	0	0	0	0	0	0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	269	0	0	0	0	0	0	0	0	0	0	0	0	19.0201	0	10.7732	0	0	0	0	0	0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	270	0	0	0	0	0	0	0	0	0	0	0	0	9.01256	0	7.76672	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	271	0	0	0	0	0	0	0	0	0	0	0	33.8588	39.5209	82.9318	53.01	51.0342	77.8341	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Escherichia.s__Escherichia_coli	272	0	0	0	0	0	0	0	0	0	0	0	0	18.821	0	5.093	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Ewingella.s__Ewingella_americana	273	0	0	0	0	0	0	0	0	0	0	0	29.6129	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Paraburkholderia.s__Paraburkholderia_insulsa	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.6608	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Pseudomonas.s__Pseudomonas_helleri	275	0	0	0	0	0	0	0	0	0	0	0	0	12.9272	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Serratia.s__Serratia_marcescens	276	0	0	0	0	0	0	0	0	0	0	0	0	0	78.7892	32.0474	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54287	25.482	0	0	0	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	278	0	0	0	0	0	0	0	0	0	0	0	0	12.7572	0	21.6247	0	0	0	0	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|g__Escherichia.s__Escherichia_coli	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6511	0	0	0	0	0	0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	280	0	0	0	0	0	0	0	0	0	0	0	53.0541	86.5938	59.2077	64.8541	90.7281	0	0	0	0	0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|g__Escherichia.s__Escherichia_coli	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.23461	0	0	0	0	0	0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.804	0	0	0	0	0
